#seq_name	length	cov.	circ.	repeat	mult.	alt_group	graph_path
contig_299	248831	60	N	N	1	*	299,-46,-46,-46,-46,-46,-46,-46,-46,-46,300,-46,301,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,488,-678,-46,-46,-46,-46,-46,-46,-46,-46,-46,302,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,302,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46
contig_8635	248307	50	N	N	1	*	8635,84,84,84,84,84,84,84,84,84,-287,-282,-281,-280,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,-512,84,84,84,84,84,84,84,84,84,1024
contig_2562	245794	46	N	N	1	*	2562,*
contig_2417	244452	51	N	N	1	*	-864,-864,-864,-864,-864,-864,-864,-864,-864,-864,-864,-864,-864,-864,-864,-864,-864,-864,-864,-864,-864,-864,-864,-864,-864,-864,-864,-864,-864,-864,-864,-864,-864,-864,-864,-864,-863,-864,-864,-864,-864,-864,-864,-864,-864,-863,2417
contig_4739	244249	52	N	N	1	*	43,43,43,43,43,-84,4739,4745,4745,4745
contig_828	242770	61	N	N	1	*	828,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42
scaffold_3561	241154	52	N	N	1	*	3561,3566,3566,3566,3566,3566,??,3567,-2906,2905,3569
contig_2512	239889	42	N	N	1	*	-8530,1751,2512,-6050,-6047
contig_2405	239388	53	N	N	1	*	2405,7627
contig_5386	238790	43	N	N	1	*	5386,-2595,-62,-62,-61,-61,-60
contig_2216	237960	46	N	N	1	*	2216,-93,-93
contig_2690	237459	48	N	N	1	*	1541,65,64,-353,65,64,64,719,64,64,64,64,64,64,64,64,718,64,64,64,65,65,64,64,64,64,64,64,64,65,64,64,64,64,64,64,64,832,65,65,65,64,64,64,64,64,64,64,64,64,64,-1049,718,64,64,622,64,65,-802,-1017,2,622,64,64,622,2,64,64,64,718,64,64,-997,64,-353,2,718,2,64,64,64,64,2,64,65,2,64,64,64,64,65,65,64,64,64,-353,64,64,64,64,64,64,64,64,64,65,64,64,64,622,64,64,-353,64,64,-353,2,64,64,64,64,65,64,64,64,-1017,64,64,64,-948,-1049,2,832,64,64,64,622,64,64,65,719,2,65,64,2690,4792,-4791
contig_1648	235703	47	N	N	1	*	1648
contig_7037	235617	51	N	N	1	*	7037
contig_5786	234479	48	N	N	1	*	5786
contig_6195	232496	53	N	N	1	*	6195
contig_2609	226686	44	N	N	1	*	7229,7227,7228,7228,7228,7229,7227,7228,7228,7228,7229,2609
contig_4301	224199	53	N	N	1	*	4301,4318,4319,-4318
contig_6534	223518	50	N	N	1	*	-472,-472,-471,-526,6534
scaffold_2657	220958	44	N	N	1	*	2657,-7873,-7870,??,-7871,7874,8222,8223,8219,8220,8220,8220,8220,8228,8229,8220,8221,8222,8230,8223,8219,8220,8220,8220,8220,8220,8221,8222,8223,8219,8220,8220,8220,8220,8220,8221,8221,8222,8226,8227,8222,8223,8219,8220,8220,8220,8220,8221,8222,8226,8227,8221,8222,8223,8219,8220,8220,8220,8220,8221,8221,8222,8223,8219,8220,8220,8220
contig_407	220880	37	N	N	1	*	1479,-128,-128,-128,-128,-128,-276,-275,-274,-128,407,937,84,84,84,414,415,415,415,416,2097,4407,-2100,408,411,410,412,413,413,936,937,84,84,84,414,415,415,415,416,2097,4407,-2100,408,408,408,-8666,-1463,409,410,412
contig_4995	220755	51	N	N	1	*	4995
contig_3247	219459	49	N	N	1	*	122,122,122,3247
contig_924	219151	57	N	N	1	*	2358,924,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-1262,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114
contig_7940	218795	54	N	N	1	*	7940,2843,2843,2843,2843,2843,2843,2843,2843,2843,2843,2843,2843,2843,2843,2843
scaffold_8736	218789	50	N	N	1	*	8736,??,5756,5756,5756,5756,5756,5756,5756,161,162,163,164,162,163,-64,165,166,167,-64,-64,-2,-832,166,-64,167,353,168,169,8537,170,166,169,8537,170,166,169,8537,170,166,169,167,-64,-2,166,-64,167,-64,-2,168,-64,2333
contig_8682	218701	52	N	N	1	*	-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2836,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2836,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,-2835,8682
contig_2692	218249	52	N	N	1	*	2692,-8861,-8120,-8120,-8120,-8120,-8120,-8120,-8120,-8120,-8120,-8120,-8119
contig_8623	216064	55	N	N	1	*	8623,-4379
contig_1325	206262	69	N	N	1	*	*,1325,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,1146,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-19,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79
contig_8667	205418	55	N	N	1	*	47,47,47,47,47,47,47,47,47,8667
contig_8637	203020	53	N	N	1	*	8637,6275
contig_8668	199662	50	N	N	1	*	8668
contig_2270	197960	52	N	N	1	*	2270
contig_2081	195511	30	N	N	1	*	4241,4241,4241,-4241,-4241,-4241,-4241,-4241,-4241,-4241,-4241,-4241,-4241,-4241,-4241,-4241,-4241,-4241,-4241,-4241,-4241,-4241,-4241,-4241,-4241,-4241,-4241,-4241,-4241,-4241,-4241,-4241,-4241,-4241,2081
contig_2642	192711	33	N	N	1	*	2642,-7637,-7636,-2641,-41,-41,-41,-41,-41,-41,-41
contig_5346	191235	49	N	N	1	*	5346,-1376
contig_871	190497	55	N	N	1	*	114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,1056,-613,340,220,38,1783,871,-4037
contig_3973	190276	51	N	N	1	*	3973
contig_1388	189681	56	N	N	1	*	-5619,1388
contig_8747	189035	51	N	N	1	*	8747
contig_1870	188816	55	N	N	1	*	-8532,1870,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114,-114
contig_8824	187669	49	N	N	1	*	596,596,1020,2498,8824
contig_537	187041	25	N	N	1	*	537
contig_8745	187035	48	N	N	1	*	8745
contig_8595	186730	53	N	N	1	*	8595,-119,-119,-119,-119,-119,-119,-119
contig_3407	185266	50	N	N	1	*	3407
contig_8663	183159	49	N	N	1	*	8663
contig_2139	182803	45	N	N	1	*	2,2139
contig_2125	182456	46	N	N	1	*	-2095,-405,1444,-99,-99,-99,-99,-99,2303,-99,-106,-106,-105,-104,-104,2125
contig_314	179305	53	N	N	1	*	3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,314,-3262,-1874,-340,613,-1056,-1056,-1743
contig_2365	177835	31	N	N	1	*	41,41,41,41,41,41,41,-788,-790,-791,2365
contig_6947	176814	52	N	N	1	*	6947
contig_1379	175958	49	N	N	1	*	1377,1379
contig_5730	175472	43	N	N	1	*	5742,-5748,-5748,-5740,-5734,-5733,-5732,5742,-5750,-5750,-5748,-5749,-5749,-5740,-5734,-5734,-5733,-5732,5742,-5748,-5749,5730
contig_8749	174485	51	N	N	1	*	8749
contig_2065	173816	50	N	N	1	*	8575,525,376,377,377,2065
contig_2337	173814	28	N	N	1	*	*,2337
contig_8612	172733	46	N	N	1	*	243,44,45,-808,44,45,-808,243,44,45,45,8612
scaffold_2544	172361	40	N	N	1	*	455,330,330,330,456,331,329,329,329,329,329,-1131,-495,329,2544,-6970,-6803,-6801,??,-3963,6045,6047
contig_5161	171432	31	N	N	1	*	5161,8117,8116
contig_1808	171047	59	N	N	1	*	1808,-62,-62,-62,-61,-60,-60,-60
contig_5947	168932	45	N	N	1	*	5947,-2506,-64,-64,-64,-64,-64,-65,369,950,2505,-2506,-64,-64,-64,353,-65,-64,2505,-2506,-2,-64,-64,-64,-64,353,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,802,-64,-64,-64,-64,-64,-64,-64,-64,-64,-65,-64,-64,802,-64,-65,-65,2617
contig_8010	168828	48	N	N	1	*	8010
contig_4528	168698	22	N	N	1	*	-1564,60,60,60,60,61,62,62,62,4528
contig_7021	168003	44	N	N	1	*	-4825,7021,5808
contig_5992	164652	49	N	N	1	*	5992,2747
contig_8850	163904	50	N	N	1	*	8850
contig_8671	161587	56	N	N	1	*	8671
contig_1483	159473	47	N	N	1	*	1121,1483
contig_4495	159053	44	N	N	1	*	4495
contig_8679	158652	47	N	N	1	*	8679
contig_1877	158571	51	N	N	1	*	3281,-2117,1877,845,846,845,846,845,846,845,846,845,846,-64,-64,-64,-65,-64,-622,-65,-64,-64,-622,-2,-64,-64,-2,-64,-718,-64,-64,-65,-64,-2,353,-65,-64,-2,-64,-64,-64,-749,-64,-64,-64,-2,-65,-719,-64,353,-65,353,-64,-64,-64,-64,-65,-64,-65,353,-64,-64,-64,-64,-65,1019,-64,353,-64,-64,-64,-64,-64,-64,-64,-64,-2,-64,-65,861,-65,-64,353,353,-64,-64,-65,802,-64,353,-64,-2,-64,-719,-64,-64,-64,-622,-2,-64,-64,-64,-65,802,-64,-64,-64,-64,-64,-64,-65,-65,-64,-64,-64,-64,353,353,-64,353,-64,-64,-64,-64,353,-719,-64,-64,-622,-64,-64,-64,-65,-64,353,-64,2572
contig_8634	157006	53	N	N	1	*	8634
contig_2713	155856	30	N	N	1	*	*,2713
contig_1015	155331	44	N	N	1	*	1015,994,369,995,1016,800,801,827,1016,800,801,1016,1016,-64,-64,-64,-64,-64,-64,-64,-64,1019,1018,-64,-2,-64,-64,-64,-64,-64,-64,1018,480,-2,-64,-64,-64,-64,-64,-64,-1010,-64,1019,1018,-64,-64,-65,-65,-65,-622,-64,-64,-65,-65,-64,1018,-719,-64,-64,-64,1825
contig_5837	154829	49	N	N	1	*	-8550,5837,*
contig_8556	154550	52	N	N	1	*	8556
contig_2069	154156	28	N	N	1	*	-4179,2069
contig_1907	152737	34	N	N	1	*	6603,-3880,-3874,-3871,3875,-2371,2004,-3893,-3891,3895,5375,1907,3885,3887
contig_1910	151222	27	N	N	1	*	1991,7610,1910,-6810,6811
contig_2383	150187	29	N	N	1	*	2383,-2384,-45,-45,-44,812,814,-1416,811,811,-45,-45,-45,-45,-44
contig_1385	150164	52	N	N	1	*	-137,-8555,1374,1385
contig_1711	148024	53	N	N	1	*	*,1711
contig_8610	148007	54	N	N	1	*	8610,2146,-329,-329,-329,-329,-765,-768,-763,-762,-762,-762,-762,-762,-762,-762
scaffold_1053	147219	27	N	N	1	*	2432,1053,7161,7163,??,-2587,312,313,2006
contig_2249	146064	54	N	N	1	*	2249,5266,-2250,-43,-43,-43,-43,-43,-43
contig_2418	146019	49	N	N	1	*	2418
contig_8570	144878	19	N	N	1	*	60,60,61,62,62,62,8570
contig_7915	144336	50	N	N	1	*	7915,514,514,-45,-44,-243,1445,514,514,-45,-44,-243
contig_2155	143857	36	N	N	1	*	*,2155,-1854,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,111,112,84,84,84,84,84,84,84,111,112,84,84,84,84,84,84,84
contig_2635	142874	31	N	N	1	*	-6811,6810,-3436,3429,3430,3428,3428,3434,-2516,2636,-7614,2635,-7613,-7610,7612,-7611,-1991
scaffold_3818	142715	39	N	N	1	*	3818,??,-3819,3820,3821,-62,-62,-62,-61,-60,-60,-60
contig_1987	142485	56	N	N	2	*	2307,5510,-5512,1987,-680,-681,-681,-680,-680,-679,-678,-678,-678,-744,-737,2339,-2338,-687,-687,-687,-736,-735,-679,-678,-678,-678,-678,-678,2340,-680,-681,-681,-680,-679,-678,-678,-678,-678,-738,-737,2339,-2338,-687,-687,-687,-736,-735,-679,-678,-678,-678,-678,-744,-737,2339,-2338,-687,-687,-687,-736,-735,-679,-678,-678,-678,-678,-678,2340,-680,-681,-681,-685,-8604
contig_4535	142121	48	N	N	1	*	4749,4535
contig_1285	140471	35	N	N	1	*	-1281,1285
contig_5650	139505	28	N	N	1	*	5650,*
contig_2421	139432	46	N	N	1	*	2421,-43,-43,-43,-43,-43
contig_4885	139269	49	N	N	1	*	4885
contig_4371	138979	45	N	N	1	*	*,4371
contig_2193	136751	42	N	N	1	*	2192,2193
contig_8744	136317	47	N	N	1	*	8744
contig_5817	136178	48	N	N	1	*	5815,5816,5815,5816,5817,-2572
contig_3291	135712	28	N	N	1	*	3291
contig_4965	134595	50	N	N	1	*	4965,-2195
contig_8427	134556	56	N	N	1	*	8427
contig_5487	134537	56	N	N	1	*	8545,-648,-604,2243,-2242,-2240,-603,-603,8545,5487
contig_1899	133361	18	N	N	1	*	60,60,60,61,62,62,62,2623,1899
contig_2227	132792	30	N	N	1	*	2227,8449,8449,*
scaffold_2737	131799	52	N	N	1	*	-307,-307,-8650,-307,-307,-307,-307,-307,-2314,-702,443,-702,-1210,-1191,-307,-307,-307,-307,-307,-307,-1533,-631,-307,-307,-307,-307,-1759,-307,-307,-306,-363,-363,-363,-363,-363,-363,-363,-363,-363,-363,-363,-363,-363,-363,-363,-1204,-1204,-1203,-1204,2737,-8525,-8525,-8525,??,-8597,-608,363,363,714
contig_8678	131552	50	N	N	1	*	2745,2746,2802,2745,2746,8678
contig_2342	131480	33	N	N	1	*	366,-6811,6810,-3436,3429,-1911,2636,2342,-7611,-1991
contig_3814	130841	53	N	N	1	*	3814
contig_3727	129833	47	N	N	1	*	3727
contig_8704	129491	51	N	N	1	*	8704
contig_2000	129130	30	N	N	1	*	2000,5847,5849,5850,-2373,798,305,305,305,305,306,307,310,310,310,799,2003,3885,-8611
contig_705	128581	71	N	N	2	*	714,706,699,700,705,629,363,630,363,363,363,363,363,306,307,307,307,307,307,307,631,632,307,307,307,307,307,307,-2278,633,634,635,363,363,363,2279,5369,5370,5370,-2281,363,306,307,307,307,307,307,307,307,307,8593
contig_1964	128142	51	N	N	1	*	-1965,243,44,45,-149,-148,-249,243,44,45,-248,44,45,-247,243,44,45,45,-246,-245,-241,243,44,45,1964,-45,-45,-44,-243,-45,-44,-243,-244,-45,-44,-243
contig_2055	127761	50	N	N	1	*	-883,-307,-307,-306,-363,-363,-363,-363,-363,-363,-363,2055
contig_8716	127204	51	N	N	1	*	8716
contig_2531	126880	50	N	N	1	*	3498,2531,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,1695,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-711
contig_4271	125949	27	N	N	1	*	4271,*
contig_2896	125368	49	N	N	1	*	-8529,2896
contig_7437	125036	54	N	N	1	*	7437,-7435,7434,7436,-7439,-7436,-7434
contig_8528	124324	51	N	N	1	*	8528,-2868
contig_8732	124011	52	N	N	1	*	8732
contig_565	123536	39	N	N	1	*	8759,5095,5095,8760,5096,565,5097,5100,5102,5103,5105,5107,-2214,1919,-3496,-3496,-2742,-4391,-4391,2742,3496,3496,-1919
contig_3447	123413	49	N	N	1	*	3447,-150
contig_8723	123197	51	N	N	1	*	8723
contig_8695	122673	49	N	N	1	*	8695
contig_2272	121921	37	N	N	1	*	1835,2272,-7755
contig_8600	121805	54	N	N	1	*	-1930,-460,8600
contig_8644	121463	56	N	N	1	*	8644
contig_1963	121216	49	N	N	1	*	-1699,1963
contig_2402	121161	75	N	N	1	*	842,2402
contig_8729	121141	46	N	N	1	*	8729
contig_8632	121137	52	N	N	1	*	1835,286,236,237,237,237,1835,8632
contig_8607	121063	54	N	N	1	*	121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,8607
contig_3524	119765	31	N	N	1	*	*,3524
contig_2519	118903	45	N	N	1	*	44,45,1063,2519
contig_8728	117937	42	N	N	1	*	8728
contig_6890	116510	31	N	N	1	*	6890
contig_8362	116352	32	N	N	1	*	8362,4521,4521,4521,4521,4521,4521,4521,4521,4521,4521,4521,4521,4521,4521,4521,4521,4521,4521,4521,4521,4521,4521,4521,4521,4521,4521,4521,4521,4521,4521,4521,4521,4521,4521,4521,4521,4521,4521,4521,4521,4521,4521,4521,4521,4521,4521,4521,4521
contig_8609	116009	53	N	N	1	*	8609
contig_7358	115939	58	N	N	1	*	8849,7362,7362,-7359,7356,7357,-7360,8849,7362,7362,-7359,8849,7362,7362,-7359,8849,7362,-7359,7354,7356,7358,-7357,-7356,-7354,7359,-7362,-7362,-8849,-7354,7359,-7362,-7362,-7362,-7362,-8849
contig_2179	115538	39	N	N	1	*	8655,5680,2179,-8654
contig_8730	115260	49	N	N	1	*	2017,8730
contig_1839	115195	31	N	N	1	*	1839,68,68,68,68,68,77,68,68,90,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,1327,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79
contig_6891	115030	30	N	N	1	*	6891
contig_8715	113698	48	N	N	1	*	8715
contig_666	112956	31	N	N	1	*	-2295,-408,-408,2100,-4409,-2099,667,653,655,656,657,-414,-84,-84,-84,-84,-84,-84,658,658,659,660,660,662,1896,-3337,666,5438,-2296,663,669,665
contig_590	111614	44	N	N	1	*	-507,8572,590,-64,-64,-64,-64,-64,-65,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,2541,-2542,-1128,-2,-64,-64,-64,-64,-64,353,-65,-64,-64,-65,-65,-64,-64,-64,2541,-2542,-64,-64,-64,-64,-64,-64,-64,-718,-64,-719,-65,-64,-64,-64,2541,-2540,369,369,370,369,369,2617
contig_2027	110822	31	N	N	1	*	330,331,329,2027
contig_2529	109956	62	N	N	1	*	8834,6915,-2527,2529
contig_6415	109724	31	N	N	1	*	6415
contig_1913	109654	30	N	N	1	*	-3444,1913,-3443,-3442,-3441
contig_6414	109304	29	N	N	1	*	6414
contig_6747	108007	51	N	N	1	*	6747
contig_5700	107046	52	N	N	1	*	5700
contig_8741	107030	53	N	N	1	*	8741
contig_8584	106647	55	N	N	1	*	1121,8584
contig_2683	106126	40	N	N	1	*	2683,7474,-8429,-7473,-7472,7474,-8429
contig_8698	105905	52	N	N	1	*	3042,8698
contig_235	105034	32	N	N	1	*	-631,-238,222,222,223,222,222,222,222,222,223,222,222,222,223,235,-222,-223,-222,-222,-222,-222,-223,-222,-222,-222,-223,-222,-222,-222,1956
contig_1895	104815	45	N	N	1	*	*,1895,-1896,-660,-661,-660,-659,-658,84,84,84,84,84,84,414,-657,-656,-655,-654,-653,2099,4409,-2100,408
contig_2482	104660	32	N	N	1	*	2482,471,472,472,976,471,472,472,976,471,472,472,977,978
contig_3348	104657	42	N	N	1	*	3348
contig_5084	103222	58	N	N	1	*	462,5084,5087,5087,5090
contig_1788	102508	39	N	N	1	*	-1902,1901,-1902,1901,-1902,1788,-3988,-3044
contig_1914	101662	32	N	N	1	*	*,1914
contig_3399	101378	44	N	N	2	*	3399,5221,-5227,-5227,-5227,-5226,-5225,-5223,-5223,-8768,-5220,5221,-5227,-5227,-5227,-5226,-5225,-3396,-3394,-3394,-3394,3398,-5228,-5227,-5227,-5227,-5226,-5225,-5223,-5223,-8768,-5220,5221,-5227,-5227,-5227,-5227,-5226,-5225,-5223,-5223,-8768,-5220,5221,-5227,-5227,-5227,-5227,-5226,-5225,-3396,-3394,-3394,-3394,3398,-5228,-5227,-5227,-5227,-5226,-5225,-3396,-3394,-3394,-3394,3398,-5228,-5227,-5227,-5227,-5227,-5226,-5225,-5223,-5223,-8768,-5220,5221,-5227,-5227,-5227,-5227,-5226,-5225,-3396,-3394,-3394,3398,-5228,-5227,-5227,-5227,-5226,-5225,-5223,-5223,-8768,-5220,5221,-5227,-5227,-5227,-5227,-5226,-5225,-3396,-3394,-3394,3398,-5228,-5227,-5227,-5227,-5226,-5225,-3396,-3394,-3394,3398,-5228,-5227,-5227,-5227,-5226,-5225,-5223,-8768
contig_8746	101084	37	N	N	1	*	8746
contig_3400	100849	49	N	N	1	*	3400,35,35
contig_1947	100284	48	N	N	2	*	1951,1947
contig_8660	100123	46	N	N	1	*	1333,8660
contig_7666	99862	50	N	N	1	*	7666
contig_8805	99817	48	N	N	1	*	-8101,8805
contig_1905	98572	30	N	N	1	*	1905
contig_8621	98425	27	N	N	1	*	60,60,61,62,62,62,8621,-462
contig_2066	97380	37	N	N	1	*	2066,4175,-4525
